,Date,Company,Price,Revenue,Free cash flow,Total Debt,ROE,EPS,PE ratio
8327,2010-03-31,Company_083,512.345,356.9345,97.3692,371.5419,-0.5755,4.1308,124.2532
8328,2010-06-30,Company_083,513.2697,,111.2887,392.8945,5.2636,4.3338,
8329,2010-09-30,Company_083,513.3012,,113.8819,310.6414,-7.5889,4.1655,123.9999
8330,2010-12-31,Company_083,516.5251,318.7503,96.3601,322.2984,8.0466,4.039,128.2878
8331,2011-03-31,Company_083,518.1589,172.9685,101.0207,120.8131,10.083,6.9642,75.8069
8332,2011-06-30,Company_083,527.9361,,99.3584,387.6589,-17.7344,10.2977,
8333,2011-09-30,Company_083,-538.3543,,96.8302,296.2192,6.0324,,101.4684
8334,2011-12-31,Company_083,541.169,264.7793,102.554,312.2935,12.6985,6.2348,87.1368
8335,2012-03-31,Company_083,543.2802,352.32,102.054,300.5879,-1.3413,8.3199,64.6808
8336,2012-06-30,Company_083,538.1373,264.6064,95.4441,299.8774,8.1965,4.9863,109.2179
8337,2012-09-30,Company_083,544.5906,331.3006,96.8942,290.8248,-9.1833,4.3447,125.7514
8338,2012-12-31,Company_083,546.3524,347.9355,86.1254,379.7841,-11.5128,3.424,
8339,2013-03-31,Company_083,547.3621,330.7742,97.7716,,0.05,7.0981,77.7943
8340,2013-03-31,Company_083,547.1590000000001,330.80920000000003,97.88430000000001,,-0.3872,8.6424,63.311
8341,2013-06-30,Company_083,552.1939,403.0455,109.7832,,-5.0962,5.8884,93.8593
8342,2013-09-30,Company_083,552.6798,283.9013,111.9007,363.9973,,4.4644,122.2137
8343,2013-12-31,Company_083,545.6122,382.4813,92.6609,214.1141,6.8849,5.7477,95.7586
8344,2014-03-31,Company_083,550.3878,270.4378,97.8684,220.4165,21.3834,,64.1823
8345,2014-06-30,Company_083,557.7214,212.2327,113.6159,264.2543,12.6278,6.4795,86.5065
8346,2014-09-30,Company_083,560.5148,245.9617,102.0709,271.8691,-0.0675,8.8189,63.9887
8347,2014-12-31,Company_083,564.3107,300.7662,104.8379,254.5003,,8.1755,69.2959
8348,2015-03-31,Company_083,566.5275,418.9207,103.6577,,8.0055,7.6836,73.8351
8349,2015-06-30,Company_083,567.3167,419.6351,114.2668,,,,75.841
8350,2015-09-30,Company_083,572.8756,370.1538,119.4239,175.4888,-12.6777,8.8663,64.9943
8351,2015-12-31,Company_083,576.2603,243.5906,110.8218,237.1698,3.3396,,69.7886
8352,2016-03-31,Company_083,580.5565,,106.8545,180.025,16.8703,8.0019,71.971
8353,2016-06-30,Company_083,575.9071,277.4413,108.2079,189.265,10.7979,,136.2025
8354,2016-09-30,Company_083,576.2299,419.1383,115.8506,174.9016,8.1067,7.2737,79.9449
8355,2016-12-31,Company_083,581.4941,374.1341,114.9397,238.2126,,5.2699,
8356,2017-03-31,Company_083,587.755,434.9385,110.7735,282.4775,7.5431,6.1626,95.7166
8357,2017-06-30,Company_083,589.861,502.0209,112.2345,113.5729,9.3261,9.8947,59.7328
8358,2017-09-30,Company_083,591.0395,422.023,108.3229,243.0516,0.3846,7.8433,75.4046
8359,2017-12-31,Company_083,591.4216,455.084,,108.7574,11.1646,,53.6953
8360,2018-03-31,Company_083,588.7071,620.1574,103.3484,242.1271,9.0504,9.2574,63.3764
8361,2018-06-30,Company_083,586.7031,468.1259,117.6462,88.7681,3.9728,6.6462,87.7133
8362,2018-09-30,Company_083,582.9584,270.6847,96.2162,320.6431,,6.9445,83.0441
8363,2018-12-31,Company_083,576.6979,186.4284,110.6574,187.8657,,,
8364,2019-03-31,Company_083,573.6975,415.4159,108.2548,233.868,16.8486,8.4555,67.4991
8365,2019-06-30,Company_083,570.7391,342.6569,107.6038,227.6068,10.9081,9.1583,
8366,2019-09-30,Company_083,569.4801,428.0471,103.9647,336.4593,8.5813,3.5,161.895
8367,2019-12-31,Company_083,566.6292,184.58,105.0979,174.6901,10.4755,4.47,125.9285
8368,2020-03-31,Company_083,562.8959,443.8259,116.6133,,-21.0838,6.0872,
8369,2020-06-30,Company_083,559.736,350.2237,,252.3272,20.7197,8.2699,67.4032
8370,2020-09-30,Company_083,557.4163,499.9052,,327.6692,-20.7772,8.3739,66.0844
8371,2020-12-31,Company_083,553.3831,348.906,105.7717,185.5663,12.4179,1.8981,
8372,2021-03-31,Company_083,551.9113,377.8025,99.2253,81.8571,4.1177,5.178,105.3832
8373,2021-06-30,Company_083,545.675,314.6818,100.2546,162.1287,-6.6686,7.7633,70.4421
8374,2021-09-30,Company_083,546.8659,314.6079,107.4548,311.9712,4.8199,5.0717,108.5355
8375,2021-12-31,Company_083,550.454,,100.7089,246.1109,9.2646,7.5864,
8376,2022-03-31,Company_083,557.1482,,104.1404,242.4444,-0.6893,7.7722,71.0645
8377,2022-06-30,Company_083,552.3263,308.4197,111.6767,176.8784,15.4646,6.097,90.666
8378,2022-09-30,Company_083,552.7884,370.0727,99.9475,261.0548,-10.6809,,78.5497
8379,2022-12-31,Company_083,548.3512,308.6284,104.0336,290.9874,-5.9844,6.731,82.0354
8380,2023-03-31,Company_083,-552.1804,384.1294,103.8366,231.6867,-7.3981,7.9905,69.5996
8381,2023-06-30,Company_083,556.139,247.9897,109.0033,344.8899,-8.621,6.7787,82.4471
8382,2023-09-30,Company_083,558.8875,360.5246,106.9184,306.8855,6.4805,3.9585,141.2224
8383,2023-12-31,Company_083,559.0256,,101.4951,230.0013,19.7318,8.1156,68.5654
8384,2024-03-31,Company_083,-556.4513,191.8206,101.7623,,12.2233,6.979,79.2856
8385,2024-06-30,Company_083,553.3335,258.242,100.3543,259.0018,0.8265,7.8932,
8386,2024-09-30,Company_083,549.4878,168.777,100.6022,,,5.531,99.9991
8387,2024-12-31,Company_083,553.0936,357.4391,94.39,,13.8317,6.5409,84.4843
8388,2000-03-31,Company_084,230.3099,197.8867,84.6155,436.8729,-16.2044,,67.6641
8389,2000-06-30,Company_084,231.2077,272.3853,77.1871,423.563,-16.1127,0.6858,342.3693
8390,2000-09-30,Company_084,234.7852,315.9763,73.4602,,10.1699,4.7862,49.4111
8391,2000-12-31,Company_084,236.4912,,91.9278,590.7589,-12.1823,7.3575,32.6338
8392,2001-03-31,Company_084,240.1042,,93.913,396.8901,-15.0724,5.0837,
8393,2001-06-30,Company_084,249.0682,196.0838,84.5515,425.6434,-10.1241,3.4915,72.2423
8394,2001-09-30,Company_084,252.2304,100.7622,87.9619,432.5544,1.7672,4.6906,54.316
8395,2001-12-31,Company_084,254.7724,243.2996,86.059,378.1962,-1.6061,5.3628,
8396,2002-03-31,Company_084,254.7349,289.1093,86.9618,378.45,-9.0316,4.3385,59.9677
8397,2002-06-30,Company_084,260.1703,1.4081,85.942,479.2315,-1.9967,6.3794,40.8734
8398,2002-09-30,Company_084,260.746,90.6662,91.8154,,-5.051,2.3404,112.919
8399,2002-12-31,Company_084,264.2805,,88.283,326.9069,-8.0392,3.7427,72.4934
8400,2003-03-31,Company_084,-271.3192,157.6689,93.015,,-9.3515,5.2415,52.0986
8401,2003-06-30,Company_084,273.0737,92.6112,100.1822,299.7153,-5.0007,,48.3387
8402,2003-09-30,Company_084,274.1495,253.8754,93.5953,,-9.9989,3.6532,75.9483
8403,2003-12-31,Company_084,277.4513,329.4753,93.1251,359.258,-4.7632,3.9635,71.5422
8404,2004-03-31,Company_084,-283.5543,,90.5138,274.2605,-5.1042,3.7939,76.7742
8405,2004-06-30,Company_084,291.274,110.3355,93.6974,,-18.315,,79.4124
8406,2004-09-30,Company_084,291.7295,252.209,83.7095,352.23,-10.0641,,50.4558
8407,2004-12-31,Company_084,287.1995,151.9783,102.1251,245.5135,-7.1859,4.8293,60.1021
8408,2005-03-31,Company_084,290.2529,161.8669,88.439,393.2303,13.0136,7.1175,
8409,2005-06-30,Company_084,291.7721,321.8609,83.6735,,,3.1753,
8410,2005-09-30,Company_084,295.3722,346.2643,94.5156,325.1911,-1.1772,4.8622,61.6457
8411,2005-12-31,Company_084,299.7362,225.9844,96.7314,388.0608,,6.3164,
8412,2006-03-31,Company_084,297.6518,,102.6936,363.6456,-18.5786,5.7384,52.4491
8413,2006-06-30,Company_084,300.9739,173.019,,437.238,-17.7419,3.4052,89.5608
8414,2006-09-30,Company_084,304.9742,301.2359,101.3301,,-10.4607,7.23,
8415,2006-12-31,Company_084,306.2037,227.3517,101.122,321.946,-6.3926,5.4142,56.2958
8416,2007-03-31,Company_084,304.7956,,,414.3064,-5.3031,8.5171,35.939
8417,2007-06-30,Company_084,306.0965,,90.1168,378.2435,-7.7573,5.106,60.2965
8418,2007-09-30,Company_084,307.877,294.1672,99.3286,170.8453,-14.5746,7.2867,42.2817
8419,2007-12-31,Company_084,308.092,145.5295,88.851,216.0204,6.3789,4.7451,65.0584
8420,2008-03-31,Company_084,308.7069,250.9742,109.1349,325.1781,-6.2416,,61.4396
8421,2008-06-30,Company_084,317.3576,358.179,101.9691,443.9627,9.305,,49.5997
8422,2008-06-30,Company_084,315.85339999999997,357.6683,101.6582,444.6198,,5.532900000000001,57.0864
8423,2008-09-30,Company_084,317.78,237.978,95.0123,,-11.2617,,115.7681
8424,2008-12-31,Company_084,320.3385,,101.1233,363.4731,17.2355,2.312,139.9379
8425,2009-03-31,Company_084,323.5358,262.379,93.8393,318.2649,-16.7882,4.6427,70.2776
8426,2009-06-30,Company_084,326.2745,335.3564,90.4755,,-1.3678,,91.5094
8427,2009-09-30,Company_084,324.288,180.7382,104.2386,391.3962,,,165.9607
8428,2009-12-31,Company_084,325.4765,377.9028,93.9831,381.2195,-0.703,7.0328,46.374
8429,2010-03-31,Company_084,326.1408,,97.9618,,,4.3743,
8430,2010-06-30,Company_084,323.2067,,100.4607,268.8907,-21.4289,,62.7948
8431,2010-09-30,Company_084,325.279,332.2986,98.7816,298.4195,-8.2122,6.0671,54.0991
8432,2010-12-31,Company_084,328.2225,300.3189,,343.0147,14.5777,6.7549,49.0199
8433,2011-03-31,Company_084,331.1249,312.0548,99.9999,345.7881,-10.3741,6.2886,
8434,2011-06-30,Company_084,327.3844,294.101,100.8623,350.6841,4.1344,6.2086,53.0966
8435,2011-09-30,Company_084,329.6578,359.5624,105.0767,176.9581,-0.5113,6.6863,
8436,2011-12-31,Company_084,-330.7406,393.1776,114.0197,391.5736,-4.7658,5.0765,65.3453
8437,2012-03-31,Company_084,331.727,224.05,89.0699,,18.6966,4.6754,70.5888
8438,2012-06-30,Company_084,330.0272,239.1881,96.4064,,-3.137,2.085,160.5099
8439,2012-09-30,Company_084,334.6612,266.2149,102.4375,311.465,,7.1178,
8440,2012-12-31,Company_084,336.6706,257.1203,107.9123,285.6541,1.5314,5.0474,67.9976
8441,2013-03-31,Company_084,-343.2094,391.1402,103.7144,395.4332,15.3177,9.4742,
8442,2013-06-30,Company_084,340.2367,186.9773,108.5719,202.2203,-13.4389,,46.0803
8443,2013-09-30,Company_084,343.4117,351.0677,94.4098,,22.2028,7.8644,43.9445
8444,2013-12-31,Company_084,345.5994,420.5166,101.262,137.6797,,7.5076,46.3301
8445,2014-03-31,Company_084,347.8271,266.9316,111.4196,,5.1035,7.2469,
8446,2014-06-30,Company_084,349.2191,425.4886,97.998,268.0404,6.8986,,48.8931
8447,2014-09-30,Company_084,346.3942,413.1558,88.2937,178.246,-0.0641,,47.5846
8448,2014-12-31,Company_084,356.5243,298.1718,100.4542,359.1953,3.8529,6.9092,52.0767
8449,2015-03-31,Company_084,359.8085,394.9219,108.0454,337.3053,6.7779,5.6638,64.1626
8450,2015-06-30,Company_084,363.4065,279.0587,,247.3702,,4.999,74.9847
8451,2015-09-30,Company_084,374.8451,259.7425,,322.2235,18.5628,,
8452,2015-12-31,Company_084,376.8034,308.2127,103.5313,234.8219,,9.1737,
8453,2016-03-31,Company_084,375.2358,453.061,100.3328,291.7979,5.4886,,55.2415
8454,2016-06-30,Company_084,376.4473,,101.6864,296.5737,-3.6165,7.386,51.5403
8455,2016-09-30,Company_084,380.6745,,102.7239,163.0913,15.137,4.7852,78.5069
8456,2016-12-31,Company_084,375.6674,,106.9322,283.6764,2.8305,6.0485,60.8216
8457,2017-03-31,Company_084,367.881,408.3057,93.5609,259.6985,-1.3656,,76.9528
8458,2017-06-30,Company_084,371.1652,401.4662,113.9649,177.5687,-7.0109,4.8592,75.7088
8459,2017-09-30,Company_084,367.8858,283.0456,106.158,155.6892,1.9817,7.0393,52.5987
8460,2017-12-31,Company_084,370.2567,156.3988,100.6663,284.0889,,6.7915,54.6116
8461,2018-03-31,Company_084,370.8967,316.2003,102.1148,221.1096,7.2897,8.3226,
8462,2018-06-30,Company_084,375.1734,376.7412,103.6038,138.4503,11.0939,,45.3115
8463,2018-09-30,Company_084,372.7403,,107.4073,285.3831,0.1892,5.4947,68.0868
8464,2018-12-31,Company_084,374.1162,349.9204,108.2283,311.1687,6.1495,3.7064,
8465,2019-03-31,Company_084,374.1852,375.6176,106.8939,152.5911,15.8307,5.4595,
8466,2019-06-30,Company_084,377.7706,311.3617,104.259,233.4205,2.9613,5.9354,64.1558
8467,2019-09-30,Company_084,380.7919,253.8939,108.5931,342.5634,3.7119,8.0914,47.1962
8468,2019-12-31,Company_084,381.8841,415.5113,97.6188,160.8686,5.0971,8.2737,46.5494
8469,2020-03-31,Company_084,385.1378,,102.8412,347.8393,1.1455,,53.6509
8470,2020-06-30,Company_084,387.7526,266.5633,106.0046,198.5386,2.084,8.5771,45.3175
8471,2020-09-30,Company_084,388.6922,,102.5527,214.7018,-1.6977,11.6891,33.3897
8472,2020-12-31,Company_084,390.2938,,108.6005,,9.5025,,54.5071
8473,2021-03-31,Company_084,388.9537,297.8493,102.4433,122.041,,6.9557,
8474,2021-06-30,Company_084,389.4901,484.3883,119.0663,176.7032,10.9094,5.8712,
8475,2021-09-30,Company_084,387.0579,479.6609,100.6604,295.252,14.4649,7.719,49.5825
8476,2021-12-31,Company_084,382.7282,449.1775,117.3473,400.171,-5.0697,9.1175,42.0581
8477,2022-03-31,Company_084,383.4642,426.0128,99.1881,406.7078,-2.1317,6.5782,59.6399
8478,2022-06-30,Company_084,392.3232,461.4767,122.1103,,12.6738,6.8413,57.8294
8479,2022-09-30,Company_084,395.6286,530.2814,114.8607,180.1991,,,
8480,2022-12-31,Company_084,399.7484,,115.9558,,7.2761,,70.6479
8481,2023-03-31,Company_084,399.3658,400.4361,104.7017,281.0809,7.7911,7.9367,50.915
8482,2023-06-30,Company_084,404.0978,,110.9969,142.8166,-1.6719,8.0686,50.4414
8483,2023-09-30,Company_084,-406.9916,347.4521,111.3648,178.3915,12.0898,7.7129,
8484,2023-12-31,Company_084,407.0158,,110.7798,244.6384,8.7446,10.6646,37.3359
8485,2024-03-31,Company_084,398.1723,387.466,118.3285,242.3156,-3.225,,48.3473
8486,2024-06-30,Company_084,397.4795,358.3426,,168.6254,4.4935,5.6015,70.5072
8487,2024-09-30,Company_084,-394.9458,341.432,109.4925,209.6003,4.7795,8.4912,46.2323
8488,2024-12-31,Company_084,392.5677,458.0349,114.653,185.7177,12.0482,6.6518,57.7968
8489,2000-03-31,Company_085,444.4487,,94.905,290.9914,-11.9324,4.178,104.7052
8490,2000-06-30,Company_085,437.4619,275.5435,91.9793,398.9276,,4.4836,98.0555
8491,2000-09-30,Company_085,439.6417,204.9189,95.3158,381.6409,,6.3291,69.7334
8492,2000-12-31,Company_085,441.3483,295.0077,103.6494,414.3635,10.4265,6.6241,67.0753
8493,2001-03-31,Company_085,444.3116,102.1272,101.3552,362.0066,,6.2716,70.9264
8494,2001-06-30,Company_085,444.8244,,96.9046,545.0907,-16.7177,6.6659,66.9154
8495,2001-09-30,Company_085,446.0504,213.8541,100.5349,,5.554,6.5999,68.0257
8496,2001-12-31,Company_085,448.9655,,,366.7478,13.8571,1.3354,332.8874
8497,2002-03-31,Company_085,444.5389,324.5265,101.9616,309.2409,-9.4368,5.6586,78.121
8498,2002-06-30,Company_085,442.0518,290.8548,,400.125,9.0528,4.9372,90.5069
8499,2002-09-30,Company_085,446.8551,230.3675,90.7443,354.0242,,,
8500,2002-12-31,Company_085,443.938,216.5594,90.9188,221.6206,0.3889,2.8289,156.7572
8501,2003-03-31,Company_085,443.4541,190.6065,90.2871,315.4327,-2.5348,2.757,158.9155
8502,2003-06-30,Company_085,438.133,274.9949,96.8867,368.1622,,4.8387,90.3122
8503,2003-09-30,Company_085,436.9921,206.2594,85.4686,323.7086,1.3394,2.1101,
8504,2003-12-31,Company_085,430.8771,265.3797,94.0129,446.9334,-0.6521,8.31,51.919
8505,2004-03-31,Company_085,431.4453,237.0551,78.3343,,,4.9749,86.5185
8506,2004-06-30,Company_085,430.4183,263.2267,,356.8839,-18.6501,,114.4733
8507,2004-09-30,Company_085,438.4198,178.2853,93.2561,,,5.4075,81.0283
8508,2004-12-31,Company_085,438.1607,176.3404,86.6185,445.2795,-14.1124,5.1002,85.8347
8509,2005-03-31,Company_085,437.7763,231.865,,369.1311,-5.5767,3.4999,124.5404
8510,2005-06-30,Company_085,435.8793,243.2134,96.9225,451.2861,-1.17,2.3374,185.9127
8511,2005-09-30,Company_085,434.5436,205.0929,89.6649,418.3568,-1.841,2.637,164.9472
8512,2005-12-31,Company_085,434.9635,132.0966,93.0979,,-1.1438,3.7607,115.6929
8513,2006-03-31,Company_085,435.0872,238.0239,99.5493,540.3204,-3.32,6.1672,70.6659
8514,2006-06-30,Company_085,435.8089,296.6438,88.4044,436.2882,-3.5146,5.9907,73.5291
8515,2006-09-30,Company_085,440.4917,,97.9446,271.0251,-2.3171,8.9465,
8516,2006-12-31,Company_085,444.6345,270.3284,,,11.9314,4.5307,
8517,2007-03-31,Company_085,450.8176,229.4172,92.4326,385.164,-3.4773,4.0578,111.3607
8518,2007-06-30,Company_085,451.8751,372.2381,106.5802,351.5266,-0.1892,5.95,76.3054
8519,2007-09-30,Company_085,454.0166,464.373,,313.1762,-16.3933,7.3109,
8520,2007-12-31,Company_085,458.2804,420.1453,106.8749,193.798,-1.2574,7.4238,61.8344
8521,2008-03-31,Company_085,459.0458,218.2193,96.1466,217.9452,1.0176,7.2756,63.1114
8522,2008-06-30,Company_085,459.1743,355.7209,89.3138,349.8456,14.9751,7.0819,64.92
8523,2008-09-30,Company_085,459.7599,405.3603,106.0722,,-5.3101,6.553,71.3454
8524,2008-12-31,Company_085,467.5248,536.5458,113.285,108.5838,9.8092,7.7345,61.8194
8525,2009-03-31,Company_085,478.1408,361.0504,112.7805,274.4497,,10.7159,44.3375
8526,2009-06-30,Company_085,475.1181,386.8002,122.9165,324.021,15.1857,6.0691,78.0677
8527,2009-09-30,Company_085,473.8024,297.5063,99.7216,168.3721,3.7621,8.1101,58.0005
8528,2009-12-31,Company_085,470.3919,281.6499,107.1116,159.4086,13.2824,9.5308,49.2625
8529,2010-03-31,Company_085,-469.5098,377.8178,108.9173,,9.813,5.9109,79.3251
8530,2010-06-30,Company_085,468.8815,452.1283,107.1196,352.8324,-1.481,5.4332,85.3465
8531,2010-09-30,Company_085,463.7078,368.7728,116.2309,331.2609,,,59.052
8532,2010-12-31,Company_085,467.4963,349.6232,107.1703,270.1876,24.4009,7.7378,59.8329
8533,2011-03-31,Company_085,462.9746,,111.7965,211.4184,-0.0664,6.4401,71.7586
8534,2011-06-30,Company_085,462.1331,349.492,113.7462,314.651,-10.8765,7.6352,60.4408
8535,2011-09-30,Company_085,461.4752,300.3985,98.2407,228.0002,,4.1994,109.8796
8536,2011-12-31,Company_085,461.4317,305.1613,113.0627,,,5.8004,79.469
8537,2012-03-31,Company_085,460.9523,462.7581,105.9732,259.0585,-5.7278,8.8758,52.0909
8538,2012-06-30,Company_085,462.3489,321.2026,108.5749,238.1044,5.3164,,112.5872
8539,2012-09-30,Company_085,464.228,,107.2194,218.0063,6.2049,10.2162,45.126
8540,2012-12-31,Company_085,461.0172,349.4374,108.4272,182.6073,-14.2856,,69.9781
8541,2013-03-31,Company_085,-460.3363,73.1029,95.1823,259.7307,4.1986,9.1419,
8542,2013-06-30,Company_085,457.243,,91.5856,256.4723,,,56.8346
8543,2013-09-30,Company_085,452.1975,,97.8239,,-7.7841,,70.5482
8544,2013-12-31,Company_085,452.0522,251.8519,103.7372,321.4237,-11.7228,,
8545,2014-03-31,Company_085,450.7208,411.8706,106.2305,336.9289,-9.8892,8.7822,51.0287
8546,2014-06-30,Company_085,448.144,83.1777,,377.44,-5.2868,3.9127,114.4624
8547,2014-09-30,Company_085,447.8623,154.5959,102.6595,343.1834,-1.6221,5.3509,83.4417
8548,2014-12-31,Company_085,446.4856,369.0502,96.6747,324.7362,-11.4522,4.627,96.6548
8549,2015-03-31,Company_085,447.2178,239.543,,407.7253,,3.7595,117.5723
8550,2015-06-30,Company_085,-442.0151,325.5288,97.0687,315.7587,-1.3623,,57.2748
8551,2015-09-30,Company_085,451.6936,,103.3203,309.5728,3.0771,6.9146,65.7569
8552,2015-12-31,Company_085,454.6802,320.1124,,325.0139,-11.4414,6.9209,65.7869
8553,2016-03-31,Company_085,-455.3025,296.6377,104.7019,235.1302,-4.6889,7.1173,64.2645
8554,2016-06-30,Company_085,457.3903,78.0693,107.237,361.0999,-5.4364,,60.6279
8555,2016-09-30,Company_085,453.923,325.3666,102.5347,270.5106,17.4568,6.339,72.3676
8556,2016-12-31,Company_085,458.7402,410.9252,107.4361,251.874,13.0403,,53.7667
8557,2017-03-31,Company_085,460.3437,428.1353,111.3341,298.2419,4.6271,7.1171,65.4185
8558,2017-06-30,Company_085,-465.5905,433.2202,120.3842,157.7588,-5.6501,7.9684,59.3803
8559,2017-09-30,Company_085,473.1653,376.1454,101.3009,173.8926,15.3339,7.1598,
8560,2017-12-31,Company_085,471.161,367.8392,113.2284,267.3529,15.9034,6.977,
8561,2018-03-31,Company_085,465.4068,,,224.5203,6.0367,8.1515,57.636
8562,2018-06-30,Company_085,469.8214,263.3495,103.6321,451.7005,1.7249,7.4386,62.9456
8563,2018-09-30,Company_085,468.2274,478.7655,104.5115,311.3223,-1.7208,5.8143,79.8702
8564,2018-12-31,Company_085,-464.389,,100.5943,91.6679,9.6098,,71.3614
8565,2019-03-31,Company_085,460.8142,477.0325,108.9727,266.2284,9.9955,6.5213,71.0485
8566,2019-06-30,Company_085,463.3257,366.7866,101.5653,120.2179,-5.7232,6.727,68.783
8567,2019-09-30,Company_085,462.7046,309.211,110.9501,,-3.6567,3.9362,117.6046
8568,2019-12-31,Company_085,462.9117,400.7064,97.638,234.9031,,8.6487,54.0934
8569,2020-03-31,Company_085,467.8351,444.709,120.0119,162.6413,24.1716,7.6448,61.8736
8570,2020-06-30,Company_085,473.0102,528.2452,,39.0566,10.5488,,55.687
8571,2020-09-30,Company_085,473.3769,,116.4553,195.7056,18.2622,8.8154,53.7317
8572,2020-12-31,Company_085,473.6658,354.8409,107.706,165.004,8.3117,5.9675,
8573,2021-03-31,Company_085,471.2186,444.8966,108.2689,264.7097,9.8224,8.5067,55.0604
8574,2021-06-30,Company_085,468.3851,343.214,104.0621,99.3975,2.3955,5.5559,
8575,2021-09-30,Company_085,465.9172,305.7887,94.9994,195.2701,17.5168,,61.1932
8576,2021-12-31,Company_085,463.3449,256.149,97.754,366.8469,2.5228,,151.1231
8577,2022-03-31,Company_085,451.456,146.7431,92.4243,159.4728,-1.4025,2.188,205.7658
8578,2022-06-30,Company_085,450.2107,230.6466,90.1854,358.6947,,7.1725,
8579,2022-09-30,Company_085,448.5167,289.624,93.5126,293.9818,1.6688,6.1374,
8580,2022-12-31,Company_085,444.0882,244.4255,92.3247,350.2003,0.3017,,95.0559
8581,2023-03-31,Company_085,440.7223,272.3235,93.8091,292.3783,6.7534,,92.417
8582,2023-06-30,Company_085,439.5643,325.8095,95.4219,358.2204,-8.2136,,211.7058
8583,2023-09-30,Company_085,-438.1523,371.6258,81.416,339.9464,-14.3061,,106.4602
8584,2023-12-31,Company_085,-431.9097,163.8988,77.4108,352.6946,7.1921,3.8208,111.794
8585,2024-03-31,Company_085,427.1464,116.883,92.1073,479.8642,-21.2282,3.208,134.0739
8586,2024-06-30,Company_085,430.1154,173.6064,86.6638,404.4337,-15.0964,3.8003,113.6317
8587,2024-09-30,Company_085,-431.8314,,102.0513,416.4979,7.512,2.7098,160.3597
8588,2024-12-31,Company_085,434.5358,400.514,79.4515,390.8884,3.1103,2.1161,206.5353
8589,2000-03-31,Company_086,338.1209,,98.4322,462.1398,,2.2507,149.4707
8590,2000-06-30,Company_086,-336.4202,,92.253,450.2855,-1.7511,,88.8608
8591,2000-09-30,Company_086,333.0341,63.2058,86.2037,371.8475,3.7154,8.757,37.4869
8592,2000-12-31,Company_086,-328.2713,260.484,94.4021,463.8492,,3.638,88.4996
8593,2001-03-31,Company_086,321.958,,90.0046,470.6337,-20.3291,4.6799,67.1501
8594,2001-06-30,Company_086,314.2549,99.3008,83.8874,306.0261,-18.7795,5.7742,54.7475
8595,2001-09-30,Company_086,316.1236,,92.5724,359.6027,-13.6032,5.2287,59.5332
8596,2001-12-31,Company_086,311.2833,60.5414,87.4655,459.4927,,-0.2914,-1048.8338
8597,2002-03-31,Company_086,305.6587,197.7374,73.7334,388.519,-12.0899,4.3238,70.7528
8598,2002-06-30,Company_086,305.9229,134.9601,78.4714,371.7745,,6.4233,47.7989
8599,2002-09-30,Company_086,307.0283,82.7708,76.0977,477.7308,-4.1688,3.8958,78.69
8600,2002-12-31,Company_086,306.5594,364.1118,92.2748,362.863,-7.1879,2.3533,130.627
8601,2003-03-31,Company_086,307.4009,153.2108,81.7014,579.9061,-27.0393,2.5602,122.645
8602,2003-06-30,Company_086,313.9903,,91.6234,511.0638,-17.2158,3.8983,81.8176
8603,2003-09-30,Company_086,318.9489,,103.2718,376.6512,8.2793,5.351,
8604,2003-12-31,Company_086,325.3667,,93.7781,478.4396,-3.8865,8.5677,37.885
8605,2004-03-31,Company_086,324.588,363.3994,87.0822,391.9086,,,
8606,2004-06-30,Company_086,333.0869,170.769,85.4193,345.7722,-4.7364,5.4763,61.3689
8607,2004-09-30,Company_086,336.0761,308.5028,89.1968,503.2242,10.305,2.5175,
8608,2004-12-31,Company_086,340.542,268.4149,84.5618,391.8163,,,145.4295
8609,2005-03-31,Company_086,341.9902,306.8509,83.8145,303.1087,-4.2513,,83.5652
8610,2005-06-30,Company_086,342.2387,295.4841,86.1208,396.1924,-19.9593,5.4736,62.5272
8611,2005-09-30,Company_086,342.2468,169.9248,94.7317,,-7.1864,4.6261,
8612,2005-12-31,Company_086,339.6717,446.4565,88.252,362.9625,,,69.6408
8613,2006-03-31,Company_086,343.3653,65.9228,90.7123,373.2329,-14.4666,4.5194,76.5309
8614,2006-06-30,Company_086,345.8714,172.4112,95.5645,337.0235,-16.299,4.9008,70.7293
8615,2006-09-30,Company_086,346.6325,303.2509,99.2012,365.3204,11.6424,,
8616,2006-12-31,Company_086,-357.041,282.4021,,263.8484,3.8786,3.4235,106.1484
8617,2007-03-31,Company_086,363.4017,269.8732,,277.1835,,,113.3243
8618,2007-06-30,Company_086,362.8917,317.1383,93.1489,304.4323,-13.109,7.4376,49.1223
8619,2007-09-30,Company_086,365.3511,201.6908,,336.8794,-0.2213,4.2909,85.5293
8620,2007-12-31,Company_086,366.9959,331.8808,102.2839,398.1734,-10.0176,5.2052,70.9465
8621,2008-03-31,Company_086,369.2912,265.8927,94.2937,,-8.5206,7.4408,50.3428
8622,2008-06-30,Company_086,374.5894,376.8769,109.0362,375.5214,2.5951,5.2152,71.1809
8623,2008-09-30,Company_086,371.2255,252.4156,94.0998,283.3293,0.5188,6.9793,53.6473
8624,2008-12-31,Company_086,374.4207,318.8041,100.5812,344.65,2.0913,4.5589,83.4299
8625,2009-03-31,Company_086,-380.3524,334.8133,94.3842,382.864,-10.5797,,46.6966
8626,2009-06-30,Company_086,382.7061,,102.4563,290.4999,1.1732,6.2884,61.0648
