Unnamed: 0,Date,Company,Price,Revenue,Free cash flow,Total Debt,ROE,EPS,PE ratio,Next_Quarter_Price,Return,Target
7949,2016-12-31,Company_079,394.8404,271.7838,97.12925,123.4187,5.9945,7.576954445056389,52.1107,401.1456,0.01596898392363095,1
7950,2017-03-31,Company_079,401.1456,110.9843,91.6544,202.868,1.5136,5.214118503402244,76.9345,402.0108,0.0021568228593309155,1
7951,2017-06-30,Company_079,402.0108,352.0619,97.934,281.2458,10.3609,9.2036,43.838,403.4697,0.0036290069819019076,1
7952,2017-09-30,Company_079,403.4697,331.5566,102.5713,195.3306,10.3609,6.2881,64.7858,407.3787,0.009688459876912671,1
7953,2017-12-31,Company_079,407.3787,342.0773,111.2934,235.5783,19.2082,8.680190488366145,46.932,411.5385,0.010211137695711678,1
7954,2018-03-31,Company_079,411.5385,289.2178,89.4118,144.5534,17.2586,4.2931,95.86045049032168,403.879,-0.018611867419451596,0
7955,2018-06-30,Company_079,403.879,394.1587,101.4895,337.2792,1.5463,6.9145,58.32,403.2537,-0.001548235981568832,0
7956,2018-09-30,Company_079,403.2537,265.7556,111.391,347.8017,-12.045,6.8483,58.88376677423594,-411.5113,-2.0204774314532017,0
7957,2018-12-31,Company_079,-411.5113,202.032,103.8536,149.9072,4.8498,5.8985,70.4942,415.8117,-2.0104502598106055,0
7958,2019-03-31,Company_079,415.8117,360.8857,110.3938,259.0748,-9.0466,8.1081,51.28349428349428,421.289,0.013172549016778543,1
7959,2019-06-30,Company_079,421.289,484.839,110.1854,227.2423,-10.1427,8.6442,48.8369,422.1551,0.002055833406521455,1
7960,2019-09-30,Company_079,422.1551,455.0956,103.7825,277.53485,12.2169,7.625,55.6367,424.2282,0.004910754364924197,1
7961,2019-12-31,Company_079,424.2282,398.16465,111.9077,327.8274,-3.8089,7.6481,56.1343,429.3225,0.012008395481488443,1
7962,2020-03-31,Company_079,429.3225,398.16465,110.6165,128.263,0.4141,7.6802,56.5241,434.1139,0.011160374776537476,1
7963,2020-06-30,Company_079,434.1139,341.2337,108.4863,297.1249,13.527,8.1014,53.58504702890858,435.1205,0.002318746301373883,1
7964,2020-09-30,Company_079,435.1205,347.9052,110.01525000000001,180.39835000000002,10.3261,8.7089,49.96273926672714,439.6786,0.010475488973744111,1
7965,2020-12-31,Company_079,439.6786,369.3159,111.5442,63.6718,12.9466,8.5168,51.253069633363566,442.5791,0.006596864163959686,1
7966,2021-03-31,Company_079,442.5791,190.4328,119.4088,271.8152,22.0424,8.3247,52.5434,437.4101,-0.011679268180535373,0
7967,2021-06-30,Company_079,437.4101,483.0681,114.6207,142.7395,0.4523,6.7496,64.643,436.3156,-0.002502228457916226,0
7968,2021-09-30,Company_079,436.3156,406.87385,114.6207,246.4957,8.6928,7.5280000000000005,58.6866,437.5358,0.0027965995256643977,1
7969,2021-12-31,Company_079,437.5358,330.6796,109.8326,143.6342,19.4323,8.3064,52.7302,437.9975,0.0010552279379196115,1
7970,2022-03-31,Company_079,437.9975,369.7233,117.9872,142.5717,-2.1892,8.119951650788177,53.9409,441.2294,0.007378809239778757,1
7971,2022-06-30,Company_079,441.2294,316.4614,107.6474,141.5092,5.2954,7.3523,60.18,442.4635,0.002796957772986143,1
7972,2022-09-30,Company_079,442.4635,374.0312,112.8469,138.5526,13.0291,8.7747,49.5883,435.1202,-0.016596397216945575,0
7973,2022-12-31,Company_079,435.1202,342.867,113.9457,247.8676,-5.2573,4.5967,95.7157,439.9742,0.011155538170831841,1
7974,2023-03-31,Company_079,439.9742,356.9824,115.3961,228.19655,-0.13795000000000002,7.6899,57.8241,444.6606,0.010651533658109934,1
7975,2023-06-30,Company_079,444.6606,333.9941,113.6293,208.5255,4.9814,7.3744,60.7989,448.3579,0.008314881057597602,1
7976,2023-09-30,Company_079,448.3579,393.4158,111.8625,156.5685,11.2004,7.129081241632401,62.8914,444.3331,-0.008976757184383214,0
7977,2023-12-31,Company_079,444.3331,347.225,127.5965,170.2692,17.4194,7.2634,60.8352,441.8723,-0.0055381874544120305,0
7978,2024-03-31,Company_079,441.8723,477.3371,117.4331,226.1688,14.0908,5.9724,73.3492,438.0712,-0.00860225906896635,0
7979,2024-06-30,Company_079,438.0712,426.3303,104.4148,129.8954,11.417,7.173,61.072243133974624,442.548,0.010219343339621564,1
7980,2024-09-30,Company_079,442.548,286.1265,105.8207,198.41825,12.8069,5.9186,74.5965,441.5065,-0.002353417030468977,0
7982,2000-03-31,Company_080,162.9314,366.5802,119.4197,325.8903,3.7157,8.7794,19.5988,172.0663,0.056065927132523355,1
7983,2000-06-30,Company_080,172.0663,340.3966,121.3674,145.4765,6.1239,8.7169,18.9083,164.8216,-0.042104119168018504,0
7984,2000-09-30,Company_080,164.8216,497.2233,116.432,182.9082,8.5321,8.0514,20.2388,162.9499,-0.011355914516058429,0
7985,2000-12-31,Company_080,162.9499,454.8749,113.41415,144.4687,2.5873,7.6094,21.0677,160.3135,-0.016179206001353846,0
7986,2001-03-31,Company_080,160.3135,412.5265,110.3963,136.379,7.8014,8.5005,18.0452,153.3937,-0.04316417519422886,0
7987,2001-06-30,Company_080,153.3937,356.1217,106.9832,296.1775,10.4647,10.1128,14.9307,150.991,-0.015663615911213964,0
7988,2001-09-30,Company_080,150.991,393.42925,103.5701,222.827,0.33,2.6651,55.952,149.1197,-0.01239345391447185,0
7989,2001-12-31,Company_080,149.1197,430.7368,113.2425,231.8647,10.1036,10.565,14.0665,148.613,-0.0033979413853434193,0
7990,2002-03-31,Company_080,148.613,425.86495,117.9786,129.0207,7.2022,6.1283,24.25028148099799,143.6155,-0.03362760996682661,0
7991,2002-06-30,Company_080,143.6155,420.9931,104.8942,203.2082,3.818,7.818,17.8537,139.5796,-0.028102119896529262,0
7992,2002-09-30,Company_080,139.5796,349.175,109.6345,184.52960000000002,-2.8445,4.8122,27.8415,133.9802,-0.040116177435671134,0
7993,2002-12-31,Company_080,133.9802,127.7812,109.9381,165.851,-9.31305,9.7768,14.334,140.1405,0.04597918199853416,1
7994,2003-03-31,Company_080,140.1405,364.5129,111.8192,262.4394,-9.31305,5.3563,25.3228,135.6372,-0.032134179626874426,0
7995,2003-06-30,Company_080,135.6372,438.2776,106.5852,266.49855,-15.7816,9.1391,14.9816,136.9188,0.009448735302704549,1
7996,2003-09-30,Company_080,136.9188,389.3286,100.9649,270.5577,10.7698,7.1933,19.03421239208708,140.4954,0.026122051902295263,1
7997,2003-12-31,Company_080,140.4954,422.7445,104.4932,263.4834,11.6122,7.4654,18.81954081495968,-146.3384,-2.0415885502301143,0
7999,2004-03-31,Company_080,-146.3384,367.2806,96.1209,189.199,15.5829,5.7245,24.9033,142.558,-1.9741667258901283,0
8000,2004-06-30,Company_080,142.558,378.2262,116.6231,245.5562,11.8285,9.5237,15.3272,145.9711,0.023941834200816612,1
8001,2004-09-30,Company_080,145.9711,468.7813,114.3246,180.8628,9.7284,7.4988,19.5681,146.736,0.005240078344274881,1
8002,2004-12-31,Company_080,146.736,559.3364,112.3134,152.6875,5.1579,8.8894,16.506850856075776,150.3595,0.024694008286991653,1
8003,2005-03-31,Company_080,150.3595,459.1549,106.6144,145.2666,4.3623,4.5267,31.5765,142.9382,-0.0493570409585028,0
8004,2005-06-30,Company_080,142.9382,436.3139,109.2056,224.5027,13.5976,6.289,22.7514,143.0848,0.001025618064310356,1
8005,2005-09-30,Company_080,143.0848,413.4729,111.7968,159.6045,7.515,8.1265,18.2048,147.9416,0.03394350762624676,1
8006,2005-12-31,Company_080,147.9416,446.3879,106.8787,321.8883,-3.7566,5.1277,26.9185,138.0296,-0.06699941057822821,0
8007,2006-03-31,Company_080,138.0296,479.3029,106.4823,344.6808,4.5312,7.9334,16.9405,134.3959,-0.026325512788561125,0
8008,2006-06-30,Company_080,134.3959,446.959,117.1813,272.141,6.3175,6.2779,20.6592,129.6963,-0.034968328646930474,0
8009,2006-09-30,Company_080,129.6963,397.5898,100.056,261.459,9.1342,6.183906127820267,20.9732,125.9538,-0.02885587329785049,0
8010,2006-12-31,Company_080,125.9538,399.69965,113.9712,250.777,11.9509,7.8596,16.025472034200213,123.0442,-0.02310053368774898,0
8011,2007-03-31,Company_080,123.0442,401.8095,96.3067,421.8607,5.462,7.2139,16.3552,117.9843,-0.04112262097685221,0
8012,2007-06-30,Company_080,117.9843,335.146,116.6447,338.33025,-5.618,5.2181,22.1894,115.786,-0.018632140038971314,0
8013,2007-09-30,Company_080,115.786,406.7335,89.9914,254.7998,2.2584,8.4389,13.0847,110.4205,-0.046339799284887614,0
8014,2007-12-31,Company_080,110.4205,293.54075,107.1789,265.4525,3.0769,7.3387,14.1412,103.7774,-0.060161835890980425,0
8015,2008-03-31,Company_080,103.7774,180.348,99.7972,303.2435,11.3133,3.5744758532561334,29.0329,102.9108,-0.008350565730110846,0
8016,2008-06-30,Company_080,102.9108,237.2969,102.7972,200.2202,10.9834,6.0813,16.922500123328895,101.9936,-0.008912572830062481,0
8017,2008-09-30,Company_080,101.9936,342.1399,102.2973,163.3818,8.39385,6.9879,14.0245,98.0021,-0.03913480845856997,0
8018,2008-12-31,Company_080,98.0021,300.5749,106.3632,201.5151,5.8043,6.1583,15.2714,94.0456,-0.04037158387422316,0
8019,2009-03-31,Company_080,94.0456,320.503,90.8265,264.8452,-1.77,1.497,66.5053,99.5554,0.05858647294503957,1
8020,2009-06-30,Company_080,99.5554,219.8626,102.3869,333.13924999999995,-4.322,6.4371,14.7123,94.7049,-0.04872161630609701,0
8021,2009-09-30,Company_080,94.7049,227.00164999999998,102.9388,401.4333,-3.2037,7.3502,12.2393,89.9611,-0.05009033323513349,0
8022,2009-12-31,Company_080,89.9611,234.1407,97.3973,199.5754,-0.5376000000000001,6.08,14.7052,89.4072,-0.00615710568234491,0
8023,2010-03-31,Company_080,89.4072,360.2181,100.9734,208.5222,2.1285,6.2905,14.2469,89.6198,0.0023778845551588102,1
8024,2010-06-30,Company_080,89.6198,200.3254,97.0075,177.5125,10.2515,7.6724,11.3786,87.3011,-0.0258726308248846,0
8025,2010-09-30,Company_080,87.3011,241.3635,104.0161,232.01239999999999,-0.4678,3.6508,22.6248,82.5985,-0.05386644612725388,0
8026,2010-12-31,Company_080,82.5985,228.4644,102.213,286.5123,-14.688,7.209498206321082,11.4569,81.1862,-0.017098373457145127,0
8027,2011-03-31,Company_080,81.1862,346.5067,100.4099,318.976,-8.8223,6.3147,11.7937,74.4736,-0.08268153947345724,0
8028,2011-06-30,Company_080,74.4736,249.9077,101.7247,335.6382,-8.0669,3.1443,23.685271761600358,65.6929,-0.11790352554462265,0
8029,2011-09-30,Company_080,65.6929,312.9726,104.195,306.2365,-8.8808,6.4247,10.225053309882174,58.3808,-0.11130731022682808,0
8030,2011-12-31,Company_080,58.3808,377.2385,90.5371,269.9163,-22.9575,7.646069623071483,7.6354,-62.567,-2.071705081122561,0
8031,2012-03-31,Company_080,-62.567,334.57219999999995,111.2008,371.9377,-20.92775,5.9905,10.4419,62.5521,-1.999761855291128,0
8032,2012-06-30,Company_080,62.5521,291.9059,98.011,293.0221,-18.898,7.013668064494428,8.9186,54.4618,-0.12933698468956287,0
8033,2012-09-30,Company_080,54.4618,180.1006,91.9368,412.3771,-6.3122,3.6339,14.4828,52.6295,-0.03364376498756921,0
8034,2012-12-31,Company_080,52.6295,370.8008,109.6311,258.2273,3.2837,4.405285053026308,11.9469,50.8345,-0.03410634720071446,0
8035,2013-03-31,Company_080,50.8345,389.7074,91.8487,311.9713,2.5344,3.6087,13.5764,48.9936,-0.03621359509781739,0
8036,2013-06-30,Company_080,48.9936,252.526,85.6275,515.0584,4.5036000000000005,5.5591,7.6899,-42.7486,-1.8725343718363214,0
8037,2013-09-30,Company_080,-42.7486,362.2979,89.693,495.84569999999997,6.4728,4.382988321901306,9.7533,-40.2317,-0.05887678192970078,0
8039,2013-12-31,Company_080,-40.2317,276.564,88.7325,495.84569999999997,4.9079,3.9348,9.2861,36.539,-1.908214169423614,0
8040,2014-03-31,Company_080,36.539,104.6336,98.1704,476.633,-5.6725,5.6865,6.425569330871363,30.1557,-0.17469826760447746,0
8041,2014-06-30,Company_080,30.1557,147.43505,89.8507,510.1874,-4.3998,7.0395,3.7868,26.6572,-0.1160145511462178,0
8042,2014-09-30,Company_080,26.6572,190.2365,90.6259,477.2243,-12.2503,4.3205,5.3913,23.2931,-0.12619855048542233,0
8043,2014-12-31,Company_080,23.2931,197.8421,89.8575,370.60815,-3.3147,2.0148,10.0602,20.2688,-0.1298367327663557,0
8044,2015-03-31,Company_080,20.2688,160.0154,98.1374,263.992,-5.98145,4.6102,4.39651208190534,27.0102,0.3325998579096939,1
8045,2015-06-30,Company_080,27.0102,155.0298,88.2408,406.4832,-8.6482,4.7883,5.2586,25.1795,-0.0677780986442159,0
8046,2015-09-30,Company_080,25.1795,345.1113,89.0629,428.5586,0.3932,5.7557,4.4399,25.5548,0.014904982227605761,1
8048,2015-12-31,Company_080,25.5548,96.2325,86.4923,411.8376,-1.7656,4.1084,6.9645,28.6127,0.11966049431026657,1
8049,2016-03-31,Company_080,28.6127,191.5085,87.344,436.0013,20.596,5.7802,4.0956,23.6735,-0.17262264658700505,0
8050,2016-06-30,Company_080,23.6735,286.7845,93.9119,342.3919,-11.8092,5.6234,4.6988,26.4232,0.11615097049443474,1
8051,2016-09-30,Company_080,26.4232,190.2534,95.2427,364.9556,5.9665,4.0918,6.4884,26.549,0.004760967634502942,1
8052,2016-12-31,Company_080,26.549,273.9683,102.1717,226.545,3.00015,5.120939742303834,5.1844,30.4221,0.14588496741873522,1
8053,2017-03-31,Company_080,30.4221,208.6966,90.6391,453.6358,0.0338,6.0426,5.0983,30.8067,0.012642125297070187,1
8054,2017-06-30,Company_080,30.8067,181.61149999999998,89.2676,332.705,-25.036,3.166676945849266,9.7284,28.855,-0.06335310176033132,0
8055,2017-09-30,Company_080,28.855,154.5264,93.6037,376.917,-8.3929,6.0489,4.8506,29.3409,0.016839369260093603,1
8056,2017-12-31,Company_080,29.3409,88.8879,88.2597,409.7647,-0.4273,4.466,6.8556,30.6173,0.04350241471802156,1
8057,2018-03-31,Company_080,30.6173,94.2413,87.215,352.8222,-2.2348,4.236808966996471,7.2265,30.9607,0.011215881217481589,1
8058,2018-06-30,Company_080,30.9607,99.5947,94.0137,312.1058,-19.7066,4.5827,7.4945,34.3451,0.10931277393598991,1
8059,2018-09-30,Company_080,34.3451,129.5318,90.1182,398.0237,-6.6017,6.7075,5.120402534476333,38.3411,0.11634847474603349,1
8060,2018-12-31,Company_080,38.3411,159.4689,90.927,255.3281,-0.6714000000000002,6.726,5.8276,39.1964,0.022307654188325317,1
8061,2019-03-31,Company_080,39.1964,269.64875,97.1855,427.7391,5.2589,5.6607,7.4263,42.0385,0.07250921002949257,1
8062,2019-06-30,Company_080,42.0385,379.8286,95.6252,417.3834,4.9273,5.165386742028629,8.1385,-43.9677,-2.0458912663391895,0
8063,2019-09-30,Company_080,-43.9677,319.16795,105.8591,339.0617,15.5918,4.7474,8.5014,40.359,-1.9179238395458484,0
8064,2019-12-31,Company_080,40.359,319.16795,98.81514999999999,334.7497,5.017399999999999,8.02892553762906,5.0267,45.6517,0.13114051388785639,1
8065,2020-03-31,Company_080,45.6517,258.5073,98.81514999999999,299.1308,-5.557,4.0426,11.5154,46.5525,0.019732014360911068,1
8066,2020-06-30,Company_080,46.5525,252.6538,91.7712,338.881,-2.0157,4.4364,10.8188,47.997,0.031029482841952588,1
8067,2020-09-30,Company_080,47.997,273.9679,85.665,350.129,-7.98,5.5809,8.7539,48.855,0.01787611725732852,1
8068,2020-12-31,Company_080,48.855,295.282,95.1383,340.5283,-1.0722,3.7963,13.1157,49.7911,0.019160781905639204,1
8069,2021-03-31,Company_080,49.7911,272.13605,104.6116,281.06675,9.4237,6.998,8.6016,60.1938,0.20892689657388575,1
8070,2021-06-30,Company_080,60.1938,248.9901,95.1293,221.6052,0.2227,3.2898,18.297100127667335,62.5797,0.039636972578571204,1
8071,2021-09-30,Company_080,62.5797,262.2916,88.3445,276.9104,-17.9586,4.4748,14.419,64.522,0.031037221335353204,1
8072,2021-12-31,Company_080,64.522,250.5862,86.076,378.78499999999997,5.778,4.2714,15.271700000000001,72.1142,0.11766839217631181,1
8073,2022-03-31,Company_080,72.1142,319.2996,87.9833,480.6596,-0.4409,4.068,16.1244,65.5935,-0.09042185866306485,0
8074,2022-06-30,Company_080,65.5935,269.7571,92.6267,275.3293,-17.4314,7.1803,9.4037,67.5215,0.029393156334087938,1
8075,2022-09-30,Company_080,67.5215,275.9677,98.2038,401.9601,-4.7564,3.7135,18.7815,69.7442,0.032918403767688856,1
8076,2022-12-31,Company_080,69.7442,369.24019999999996,95.6329,252.0364,-13.6586,4.2404,16.4517,69.7613,0.0002451816781897165,1
8077,2023-03-31,Company_080,69.7613,462.5127,102.9191,302.6385,-1.9972,4.7055,15.1198,71.1461,0.01985054750986576,1
8078,2023-06-30,Company_080,71.1461,276.0285,92.7167,327.6432,-6.9106499999999995,7.0261,10.374,72.8888,0.02449466660857024,1
8079,2023-09-30,Company_080,72.8888,352.6032,106.3275,281.6458,-11.8241,8.079006872090446,9.022,71.2201,-0.02289377791924138,0
8080,2023-12-31,Company_080,71.2201,220.36200000000002,98.0082,256.5558,-9.9399,6.5689,11.2257,73.7397,0.03537765321868401,1
8081,2024-03-31,Company_080,73.7397,88.1208,101.7898,231.4658,-8.0557,3.8148,19.2669,73.4988,-0.003266896936114418,0
8082,2024-06-30,Company_080,73.4988,260.8937,94.5869,380.7074,10.5056,5.072030915740805,14.491,-68.3405,-1.9298179017888728,0
8083,2024-09-30,Company_080,-68.3405,188.1744,103.334,281.662,0.607,7.8261,8.732382668251109,61.8927,-1.9056518462697813,0
8085,2000-03-31,Company_081,200.4378,231.6994,84.9798,428.4697,-12.9121,6.2599,31.3719,196.3857,-0.020216246636113527,0
8086,2000-06-30,Company_081,196.3857,344.5798,86.4398,379.541,-12.9121,2.2935,85.6027,196.3336,-0.0002652942653157752,0
8087,2000-09-30,Company_081,196.3336,197.6325,84.14750000000001,381.8177,-14.0572,5.075,39.1655,198.7635,0.012376383869088141,1
8088,2000-12-31,Company_081,198.7635,234.2398,81.8552,404.7284,-9.8718,3.1799819533282347,62.5046,203.6172,0.02441947339426003,1
8089,2001-03-31,Company_081,203.6172,149.4784,78.1996,436.4321,-6.3933,2.5427,79.4775,202.0855,-0.007522448987610088,0
8090,2001-06-30,Company_081,202.0855,131.1367,72.475,381.393,7.7433,3.35123611837785,63.1139,194.4706,-0.037681575372800154,0
8091,2001-09-30,Company_081,194.4706,114.05855,75.79984999999999,427.6238,3.4234999999999998,4.1597722367557,46.7503,193.5516,-0.004725650046845039,0
8092,2001-12-31,Company_081,193.5516,96.9804,79.1247,480.7055,-0.8963,2.276924959149798,85.0057,196.4084,0.014759888319187196,1
8093,2002-03-31,Company_081,196.4084,171.6773,85.6969,303.7725,-7.2222,6.1327,32.6678,200.3423,0.020029184087849573,1
8094,2002-06-30,Company_081,200.3423,159.78835,91.7131,503.3261,-7.2222,6.5092,29.9617,195.0274,-0.026529095453131937,0
8095,2002-09-30,Company_081,195.0274,147.8994,95.0916,506.0711,-13.5481,3.0021,63.2222,189.801,-0.026798285779331583,0
8096,2002-12-31,Company_081,189.801,185.0275,88.03045,355.9171,-6.5399,5.3762,35.6785,191.8129,0.010600049525555849,1
8097,2003-03-31,Company_081,191.8129,195.31515000000002,80.9693,448.3524,4.8193,1.8874,101.62811274769525,195.6333,0.019917325685602887,1
8098,2003-06-30,Company_081,195.6333,205.6028,89.8939,291.621,-18.9452,4.011295739646426,48.7706,200.4707,0.024726874208020836,1
8099,2003-09-30,Company_081,200.4707,203.5899,81.5622,424.4081,-4.9206,5.7098,35.10993379803145,200.7224,0.0012555450746667698,1
8100,2003-12-31,Company_081,200.7224,201.577,88.0858,369.08595,-4.1908,5.6177,36.356,204.2373,0.017511249367285424,1
8101,2004-03-31,Company_081,204.2373,207.2987,86.48445000000001,313.7638,1.563,6.09535,34.2856,208.8491,0.022580596198637507,1
8102,2004-06-30,Company_081,208.8491,228.6604,84.8831,329.9951,-5.5358,6.573,32.2152,211.751,0.013894721116825555,1
8103,2004-09-30,Company_081,211.751,307.8476,103.5387,408.802,20.9621,3.57249386731812,59.2726,213.3302,0.00745781601975899,1
8104,2004-12-31,Company_081,213.3302,387.0348,98.3528,341.649,4.4508,5.154,41.39119130772216,223.3015,0.04674115526071796,1
8105,2005-03-31,Company_081,223.3015,388.3821,88.2278,378.2483,0.3102,5.1405,43.7402,224.8451,0.006912627098340127,1
8106,2005-06-30,Company_081,224.8451,327.50575,92.26465,549.8332,-2.3173,5.5755,39.4121,219.7425,-0.022693845674199683,0
8107,2005-09-30,Company_081,219.7425,266.6294,96.3015,336.3248,-0.1443,5.9675,37.4605,223.5441,0.017300249155261176,1
8108,2005-12-31,Company_081,223.5441,261.2883,89.6294,321.36294999999996,-3.6481,3.0178,74.218,223.974,0.0019231104735039017,1
8109,2006-03-31,Company_081,223.974,237.93619999999999,100.6385,306.4011,-2.7729,6.2961,35.573450231095435,231.2267,0.03238188361149064,1
8110,2006-06-30,Company_081,231.2267,214.5841,84.3497,365.1814,-15.5652,3.3963,68.5523,232.8245,0.006910101644836027,1
8111,2006-09-30,Company_081,232.8245,190.5766,87.02575,397.16885,-7.15775,6.7216,34.7046,233.2716,0.0019203305494052646,1
8112,2006-12-31,Company_081,233.2716,121.7463,89.7018,397.16885,1.2497,5.6811,43.017849999999996,237.0896,0.016367187433017922,1
8113,2007-03-31,Company_081,237.0896,340.3946,96.2024,429.1563,-0.3399,4.6406,51.3311,238.2052,0.004705394078863015,1
8114,2007-06-30,Company_081,238.2052,290.5284,95.4168,461.4771,-0.1291,3.9611,60.1705,238.3415,0.0005721957371207919,1
8115,2007-09-30,Company_081,238.3415,216.6192,95.4444,309.199,3.2138,7.994629805418496,29.8127,241.6371,0.013827218507897313,1
8116,2007-12-31,Company_081,241.6371,402.757,98.3917,306.2161,1.2294,5.4934,44.5506,244.7344,0.012817982006902044,1
8117,2008-03-31,Company_081,244.7344,238.0729,98.1899,237.7388,-1.2499,3.6074,68.9161,248.6113,0.015841254846069887,1
8118,2008-06-30,Company_081,248.6113,405.3581,97.23925,339.8204,1.0339,4.363,57.7617,252.0155,0.013692861104865318,1
8119,2008-09-30,Company_081,252.0155,232.1741,97.23925,488.7291,8.4965,4.5534,56.1989,255.8983,0.015406988855844196,1
8120,2008-12-31,Company_081,255.8983,249.99265,96.2886,296.7433,9.7526,7.6366,32.8274,-250.6903,-1.9796481649155153,0
8121,2009-03-31,Company_081,-250.6903,249.99265,98.5713,282.4005,-8.1663,4.473,56.0452269170579,261.3777,-2.042631884839581,0
8122,2009-06-30,Company_081,261.3777,267.8112,112.3067,339.481,-3.3306,2.4545,107.2991,263.3626,0.007593991377229128,1
8123,2009-09-30,Company_081,263.3626,293.11365,100.1868,263.764,7.6595,6.1433,43.5797,267.7246,0.016562716194326844,1
8124,2009-12-31,Company_081,267.7246,318.4161,110.0954,262.1267,4.7974,6.7312,40.0467,269.5634,0.006868251927540435,1
8125,2010-03-31,Company_081,269.5634,254.4137,102.85695,397.9391,-4.8231,7.0937,37.6435,267.0327,-0.009388143939422134,0
8126,2010-06-30,Company_081,267.0327,188.001,95.6185,210.7375,0.1479,1.8903618219157425,141.2601,262.6658,-0.016353427876061574,0
8127,2010-09-30,Company_081,262.6658,179.4418,98.7709,274.9624,6.5323,5.9728,45.0611,269.1394,0.024645766597707175,1
8128,2010-12-31,Company_081,269.1394,331.067,109.6625,339.1873,15.4929,5.621,48.0902,270.3164,0.0043731984243108365,1
8129,2011-03-31,Company_081,270.3164,146.3906,87.6934,277.6751,19.0392,6.947400344393328,38.909,271.6209,0.0048258263279624125,1
8130,2011-06-30,Company_081,271.6209,293.6203,106.0553,216.1629,-13.7876,3.1664,85.78224482061648,269.1973,-0.008922730172825515,0
8131,2011-09-30,Company_081,269.1973,363.9838,102.359,325.0624,6.3429,6.329,41.5635,263.0564,-0.022811892987039572,0
8132,2011-12-31,Company_081,263.0564,196.3217,100.44255,276.7939,7.69925,6.4279,41.2125,264.9112,0.007050959414026846,1
8133,2012-03-31,Company_081,264.9112,210.0808,98.5261,311.4424,9.0556,7.9484,33.4878,266.1759,0.00477405258818806,1
8134,2012-06-30,Company_081,266.1759,244.99845,100.8205,277.1481,-10.5532,6.7536,39.41244669509595,267.0235,0.0031843604173029936,1
8135,2012-09-30,Company_081,267.0235,244.99845,98.56845,192.058,-5.3163,7.286406998701115,36.6468,265.8873,-0.004255056202918585,0
8136,2012-12-31,Company_081,265.8873,244.99845,96.3164,370.463,-0.9219,4.3441,62.0643,269.6118,0.014007814589113638,1
8137,2013-03-31,Company_081,269.6118,279.9161,105.8233,415.4389,5.7403,6.1216,44.1422,270.223,0.00226696309286165,1
8138,2013-06-30,Company_081,270.223,360.72995,100.7054,227.9336,-2.5386,8.2803,32.4688,268.8528,-0.005070626852636567,0
8139,2013-09-30,Company_081,268.8528,441.5438,96.4682,403.6863,-4.7617,5.6108,48.8164,273.898,0.01876565912648119,1
8140,2013-12-31,Company_081,273.898,353.8156,104.5675,270.4511,-11.805,7.7424,36.0836,279.3723,0.01998663736135339,1
8141,2014-03-31,Company_081,279.3723,280.7314,101.4546,53.2063,-3.2845,5.114,55.2553,282.5736,0.011458902690066278,1
8142,2014-06-30,Company_081,282.5736,338.6342,99.9455,304.7676,7.121,6.2446,45.25087275405951,282.0436,-0.0018756175382271122,0
8143,2014-09-30,Company_081,282.0436,403.8329,93.2565,107.6827,13.9176,4.1912,68.2666,286.1172,0.014443157015440161,1
8144,2014-12-31,Company_081,286.1172,392.9051,100.5343,229.3809,-5.6505,6.6217,43.4593,287.7747,0.005793080597740962,1
8145,2015-03-31,Company_081,287.7747,166.2498,100.5741,313.1401,-4.7054,5.4964,52.7015,289.6659,0.006571807737094422,1
8146,2015-06-30,Company_081,289.6659,237.5792,106.4654,290.5228,-2.6311,8.6912,33.7518,293.3452,0.012701874815088538,1
8147,2015-09-30,Company_081,293.3452,412.8134,103.4853,193.9711,2.9015,6.5680499999999995,50.821,299.5213,0.0210540346322354,1
8148,2015-12-31,Company_081,299.5213,400.9314,122.1464,288.2925,5.5829,4.4449,67.8902,301.7631,0.007484609608732374,1
8149,2016-03-31,Company_081,301.7631,389.0494,97.6457,302.9058,2.0516,5.2966,57.5997,305.0819,0.010998031237086344,1
8150,2016-06-30,Company_081,305.0819,401.3669,99.2418,194.8245,-7.9694,8.6458,35.2073,304.3948,-0.0022521821189655745,0
8151,2016-09-30,Company_081,304.3948,401.3669,103.8836,209.9586,-3.1103,6.079,50.4741,306.8311,0.008003750392582321,1
8152,2016-12-31,Company_081,306.8311,413.6844,110.7924,235.7808,1.7488,7.3702,42.7796,315.2941,0.027581949808868862,1
8153,2017-03-31,Company_081,315.2941,338.5099,106.3606,140.0972,9.5538,9.864099387432033,31.9638,313.5341,-0.00558208986466918,0
8154,2017-06-30,Company_081,313.5341,273.8303,104.9453,162.8692,5.6281,9.8949,31.843,315.0838,0.004942684065305729,1
8155,2017-09-30,Company_081,315.0838,523.4034,102.9981,280.8636,19.6685,5.6917,56.8387,-323.5071,-2.0267335229548453,0
8156,2017-12-31,Company_081,-323.5071,236.196,111.7226,383.328,-5.9166,10.595,30.043,318.3051,-1.983919981972575,0
8157,2018-03-31,Company_081,318.3051,389.5945,125.3145,261.7559,6.6589,8.6104,36.8878,317.6173,-0.0021608199177455263,0
8158,2018-06-30,Company_081,317.6173,334.1284,118.4559,241.8294,16.3919,9.138698669551607,34.7552,314.4793,-0.009879814481138076,0
